text,label
I really like AI,technology
I enjoy brother with my brother,family
My computer is very important to me,technology
I spend a lot of time with job,work
I have always believed that sister is important,family
I enjoy meeting every day,work
I love my job and my mother,work
My office is very important to me,work
I love my pasta and my sister,food
I love my pasta and my job,food
I enjoy job with my office,work
My mother is very important to me,family
My lion is very important to me,animals
My office and father are important in my life,work
I have always believed that football is important,sport
I spend a lot of time with cat,animals
My AI and basketball are important in my life,technology
I enjoy mother every day,family
I have always believed that AI is important,technology
My father and lion are important in my life,family
My office is very important to me,work
